timeindex,AT-hydro-phs,AT-hydro-reservoir,AT-lithium-battery,BE-hydro-phs,BE-hydro-reservoir,BE-lithium-battery,CH-hydro-phs,CH-hydro-reservoir,CH-lithium-battery,CZ-hydro-phs,CZ-hydro-reservoir,CZ-lithium-battery,DE-flex-decentral_heat-tes,DE-hydro-phs,DE-hydro-reservoir,DE-lithium-battery,DK-lithium-battery,FR-hydro-phs,FR-hydro-reservoir,FR-lithium-battery,LU-hydro-phs,LU-hydro-reservoir,LU-lithium-battery,NL-lithium-battery,NO-hydro-phs,NO-hydro-reservoir,PL-hydro-phs,PL-lithium-battery,SE-hydro-reservoir,SE-lithium-battery
2030-04-26 05:00:00,110983.011286,418442.852527,516.92355,3272.09438086,59025.7801728,461.47445792,120553.384325,819386.463058,480.738286945,3845.29946162,53321.193987,4382.82989807,26743.594089,47443.2342084,538908.60538,30175.3465966,1313.94549696,57608.3647992,7236600.19123,2500.55263479,3443.86314818,789647.201528,179.153240646,1918.29193076,350018.312,64503863.1743,4232.08708537,9534.49674964,30508917.9292,5380.62150237
2030-04-26 06:00:00,110849.008031,414917.061061,430.664732801,3272.09438086,59034.6148207,347.840752388,119681.552782,821474.376904,384.450123889,3845.29946162,53287.5941283,3504.98294614,21807.2822757,43299.1267913,539074.232836,30175.3465966,1002.54182476,51257.5118381,7238384.9529,1276.41406132,3443.86314818,789660.934233,179.153240646,1437.84259614,350018.312,64533703.4357,4232.08708537,9534.49674964,30517708.6879,6357.22350714
2030-04-26 07:00:00,110849.008031,416177.578454,430.664732801,3272.09438086,59043.4362697,347.840752388,119681.552782,823562.445153,384.450123889,3845.29946162,53303.9748619,3504.98294614,21807.2822757,43299.1267913,539239.642437,30175.3465966,1002.54182476,48011.1573753,7240168.07661,52.2754878495,3443.86314818,789674.646421,179.153240646,1437.84259614,350018.312,64575896.3898,4232.08708537,9534.49674964,30527927.4461,6357.22350714
2030-04-26 08:00:00,110849.008031,417436.902594,430.664732801,3272.09438086,59052.2446285,347.840752388,119681.552782,825650.66756,384.450123889,3845.29946162,53320.3362039,3504.98294614,21807.2822757,43299.1267913,539404.835527,30175.3465966,1002.54182476,49158.0219543,7241949.57029,52.2754878495,3443.86314818,789688.338261,179.153240646,1437.84259614,350018.312,64618983.0599,4232.08708537,9534.49674964,30538747.8687,6184.88197688
2030-04-26 09:00:00,110849.008031,418695.048804,430.664732801,3272.09438086,59061.0400088,391.207200893,119681.552782,827739.04227,384.450123889,3845.29946162,53336.6781725,3504.98294614,21807.2822757,43299.1267913,539569.813396,30175.3465966,1002.54182476,53921.1616751,7243729.44145,1092.7932753,3443.86314818,789702.009927,179.153240646,1437.84259614,350018.312,64662683.8412,4232.08708537,9534.49674964,30550371.3046,6012.54044663
2030-04-26 10:00:00,110849.008031,419952.031841,430.664732801,3272.09438086,59069.8225246,487.795850595,119681.552782,829827.565811,466.295062486,3845.29946162,53353.0007878,3504.98294614,21807.2822757,43299.1267913,539734.577275,31692.7526205,1267.23494613,58684.3013959,7245507.69724,2133.31106275,3443.86314818,789715.661597,179.153240646,1846.22453057,350018.312,64692596.1836,4232.08708537,9534.49674964,30557415.9897,4863.59691162
2030-04-26 11:00:00,110849.008031,421207.865895,430.664732801,3272.09438086,59078.5922927,584.384500298,119681.552782,831916.233102,548.140001083,3845.29946162,53369.3040715,3504.98294614,21807.2822757,43299.1267913,539899.128343,33569.25,1531.9280675,63447.4411167,7247284.3444,3173.8288502,3443.86314818,789729.293451,209.653798597,2254.60646499,350018.312,64722520.1924,4232.08708537,9534.49674964,30568678.7165,5840.19891638
2030-04-26 12:00:00,110849.008031,422462.56459,430.664732801,3272.09438086,59087.3494324,680.97315,119681.552782,834005.037446,548.140001083,3845.29946162,53385.5880474,3504.98294614,21807.2822757,43299.1267913,540063.467719,33569.25,1531.9280675,68210.5808376,7249059.38929,4214.34663765,3443.86314818,789742.905676,209.653798597,2254.60646499,350018.312,64766836.83,4232.08708537,9534.49674964,30575846.7936,5667.85738613
2030-04-26 13:00:00,110849.008031,423716.140984,430.664732801,3272.09438086,59096.0940656,680.97315,119681.552782,836093.970534,548.140001083,3845.29946162,53401.852741,3504.98294614,21807.2822757,43299.1267913,540227.596468,33569.25,1531.9280675,72973.7205584,7250832.83787,5254.8644251,3443.86314818,789756.49846,209.653798597,2254.60646499,350018.312,64811265.3592,4232.08708537,9534.49674964,30590021.3059,4518.91385111
2030-04-26 14:00:00,110849.008031,424968.607568,430.664732801,3272.09438086,59104.8263167,680.97315,119681.552782,838183.022444,548.140001083,3845.29946162,53418.0981796,3504.98294614,21807.2822757,43299.1267913,540391.515598,33569.25,1531.9280675,77736.8602792,7252604.69572,6295.38221255,3443.86314818,789770.071997,209.653798597,2254.60646499,350018.312,64855862.514,4232.08708537,9534.49674964,30603226.6057,4346.57232086
2030-04-26 15:00:00,110849.008031,426219.976268,430.664732801,3272.09438086,59113.546313,680.97315,119681.552782,840272.181643,548.140001083,3845.29946162,53434.3243926,3504.98294614,21807.2822757,43299.1267913,540555.226063,33569.25,1531.9280675,82500.0,7254374.96805,7335.9,3443.86314818,789783.626486,209.653798597,2254.60646499,350018.312,64900439.6374,4232.08708537,9534.49674964,30616417.4753,4174.23079061
2030-04-26 16:00:00,110849.008031,423926.9834,430.664732801,3272.09438086,59122.254184,680.97315,119681.552782,842361.434983,548.140001083,3845.29946162,53400.531411,3504.98294614,21807.2822757,43299.1267913,540718.728757,33569.25,1531.9280675,82500.0,7256143.65964,7335.9,3443.86314818,789797.162126,209.653798597,2254.60646499,350018.312,64930392.1177,4232.08708537,9534.49674964,30630125.3673,3025.28725559
2030-04-26 17:00:00,108587.51318,420388.671844,430.664732801,3272.09438086,59130.9500622,680.97315,119681.552782,844450.767703,548.140001083,3845.29946162,53366.7192676,3504.98294614,21807.2822757,43299.1267913,539886.124522,29805.0615888,1220.5243953,79237.3486765,7257910.77492,6111.76142653,3397.12737685,789810.679125,209.653798597,2254.60646499,350018.312,64974268.4145,4232.08708537,7917.53497143,30640993.4577,4001.88926035
2030-04-26 18:00:00,106576.557059,416849.294783,430.664732801,3272.09438086,59139.6340822,680.97315,119681.552782,846540.16343,451.851838028,3845.29946162,53332.8879973,2627.13599422,21807.2822757,38360.5625745,539053.314142,29805.0615888,909.120723099,74014.7738574,7259676.3179,4887.62285306,3326.22712373,789824.177691,173.770789243,2254.60646499,350018.312,65017834.2296,4232.08708537,6300.57319321,30652137.6303,4978.49126512
2030-04-26 19:00:00,105677.124681,413308.861879,430.664732801,3272.09438086,59148.3063816,680.97315,119681.552782,848284.305989,385.152652221,2690.59892324,53299.0376366,2627.13599422,18127.9863556,38360.5625745,538220.298344,29805.0615888,597.7170509,70363.2423171,7261440.29223,3663.48427959,2468.15164924,789837.658039,173.770789243,2254.60646499,350018.312,65060950.3304,4232.08708537,4683.611415,30665334.8165,4978.49126512
2030-04-26 20:00:00,105677.124681,410695.243959,430.664732801,3272.09438086,59156.9671006,680.97315,119140.459272,850373.772158,385.152652221,2690.59892324,53265.168224,2627.13599422,18127.9863556,38360.5625745,538382.977801,29805.0615888,597.7170509,64012.389356,7263202.70114,2439.34570612,2468.15164924,789851.120386,173.770789243,2254.60646499,350018.312,65104164.0428,4232.08708537,4683.611415,30672947.9598,4806.14973487
2030-04-26 21:00:00,105677.124681,408760.127765,430.664732801,3272.09438086,59165.6163816,680.97315,119140.459272,852463.242537,385.152652221,2690.59892324,53281.2797999,2627.13599422,18127.9863556,38360.5625745,538545.45313,29805.0615888,597.7170509,64012.389356,7264963.5475,2439.34570612,2468.15164924,789864.564953,173.770789243,2254.60646499,350018.312,65134110.377,4232.08708537,4683.611415,30687056.5791,4633.80820461
2030-04-26 22:00:00,105677.124681,410004.09763,430.664732801,3272.09438086,59174.2543701,680.97315,119140.459272,854552.694301,385.152652221,2690.59892324,53247.3724063,2627.13599422,18127.9863556,38360.5625745,538707.724889,29805.0615888,597.7170509,64012.389356,7266722.83378,2439.34570612,2468.15164924,789877.991967,173.770789243,2254.60646499,350018.312,65178504.2957,4232.08708537,4683.611415,30694767.1216,3484.8646696
2030-04-26 23:00:00,105677.124681,411247.044632,430.664732801,3272.09438086,59182.8812137,680.97315,119140.459272,856642.103012,385.152652221,2690.59892324,53263.4460873,2627.13599422,18127.9863556,38360.5625745,538869.793583,29805.0615888,597.7170509,64012.389356,7268480.56205,2439.34570612,2468.15164924,789891.401658,173.770789243,2254.60646499,350018.312,65223030.2239,4232.08708537,4683.611415,30707579.0374,4461.46667436
2030-04-27 00:00:00,105677.124681,412488.9756,430.664732801,3272.09438086,59191.4970631,680.97315,119140.459272,858731.442619,385.152652221,2690.59892324,53279.5008887,2627.13599422,18127.9863556,38360.5625745,539031.659659,29805.0615888,597.7170509,64012.389356,7270236.734,2439.34570612,2468.15164924,789904.794258,173.770789243,2254.60646499,350018.312,65267658.403,4232.08708537,4683.611415,30720571.6163,4289.12514411
2030-04-27 01:00:00,105677.124681,413729.896878,430.664732801,3272.09438086,59200.1020688,680.97315,119140.459272,860820.686327,385.152652221,2690.59892324,53295.5368578,2627.13599422,18127.9863556,38360.5625745,539193.323523,29805.0615888,597.7170509,64012.389356,7271991.35163,3077.78117257,2468.15164924,789918.170004,173.770789243,2254.60646499,350018.312,65312298.0121,4232.08708537,4683.611415,30733032.2192,4289.12514411
2030-04-27 02:00:00,105677.124681,414969.814643,430.664732801,3272.09438086,59208.6963721,680.97315,119140.459272,862909.810078,385.152652221,2690.59892324,53311.5540421,2627.13599422,18127.9863556,38360.5625745,539354.785593,29805.0615888,597.7170509,64012.389356,7273744.41996,4099.23752019,2468.15164924,789931.529113,173.770789243,2254.60646499,350018.312,65342224.05,4232.08708537,4683.611415,30744689.3777,4116.78361386
2030-04-27 03:00:00,105677.124681,412931.417744,430.664732801,3272.09438086,59217.280103,680.97315,119140.459272,864998.793415,385.152652221,2690.59892324,53277.5524891,2627.13599422,18127.9863556,38360.5625745,539516.046312,29805.0615888,597.7170509,64012.389356,7275495.94776,4099.23752019,2468.15164924,789944.871788,173.770789243,2254.60646499,350018.312,65386465.0742,4232.08708537,4257.40007143,30755020.1005,3944.4420836
2030-04-27 04:00:00,103772.194762,409381.828666,430.664732801,3272.09438086,59225.8533795,680.97315,119140.459272,867087.619487,385.152652221,2690.59892324,53243.532246,2627.13599422,18127.9863556,35189.4322451,538681.206148,24203.3748418,597.7170509,59923.2245036,7277245.94753,2875.09894672,2468.15164924,789958.198213,173.770789243,2254.60646499,350018.312,65429493.201,4232.08708537,4257.40007143,30762985.0045,2795.49854859
2030-04-27 05:00:00,101535.907702,405831.254087,430.664732801,3272.09438086,59234.4163079,680.97315,119140.459272,866566.727658,385.152652221,2690.59892324,53209.4933597,2627.13599422,12474.2166649,25919.4252638,537846.165596,18601.6880948,597.7170509,53572.3715425,7278994.43549,1701.02427687,2468.15164924,789971.508553,173.770789243,1906.83891719,350018.312,65470712.8889,4232.08708537,4257.40007143,30772524.3171,2623.15701833
2030-04-27 06:00:00,99731.5514943,402279.699835,430.664732801,3272.09438086,59242.9689833,680.97315,119140.459272,867907.205694,288.864489166,2061.15240314,53175.4358774,1749.28904229,12474.2166649,21922.0749479,537010.925177,13000.0013478,597.7170509,47221.5185814,7280741.43159,476.885703399,2468.15164924,789984.802955,173.770789243,1426.38958257,350018.312,65500621.7118,4232.08708537,4257.40007143,30782101.4574,3599.7590231
2030-04-27 07:00:00,99731.5514943,398727.171657,344.405915602,3272.09438086,59251.5114886,680.97315,119140.459272,869995.494903,288.864489166,2061.15240314,53141.3598456,1749.28904229,11117.8302387,21922.0749479,536755.657407,13000.0013478,597.7170509,47221.5185814,7282486.95953,0.0,2468.15164924,789998.081549,173.770789243,1426.38958257,350018.312,65542069.6753,4232.08708537,4257.40007143,30793914.0156,3599.7590231
2030-04-27 08:00:00,99731.5514943,399961.193208,344.405915602,3272.09438086,59260.0438956,680.97315,119140.459272,872083.59548,288.864489166,2061.15240314,53157.2653111,1749.28904229,11117.8302387,21922.0749479,536915.918918,13000.0013478,597.7170509,49205.4675092,7284231.04671,52.2754878495,2468.15164924,790011.344446,173.770789243,1426.38958257,350018.312,65584134.6968,4232.08708537,4257.40007143,30806242.6714,4576.36102786
2030-04-27 09:00:00,99731.5514943,401194.25206,344.405915602,3272.09438086,59268.5662639,680.97315,119140.459272,874171.508596,288.864489166,2061.15240314,53173.1523203,1749.28904229,11117.8302387,21922.0749479,537075.982278,13000.0013478,597.7170509,53968.60723,7285973.7243,1092.7932753,2468.15164924,790024.591739,173.770789243,1426.38958257,350018.312,65626519.73,4232.08708537,4257.40007143,30820933.1003,4404.01949761
2030-04-27 10:00:00,99731.5514943,402426.353697,344.405915602,3272.09438086,59277.078642,680.97315,119140.459272,876259.239022,288.864489166,2061.15240314,53189.0209194,1749.28904229,11117.8302387,21922.0749479,537235.84811,13000.0013478,597.7170509,58731.7469508,7287715.02717,2133.31106275,2468.15164924,790037.823502,173.770789243,1426.38958257,350018.312,65669070.1273,4232.08708537,4257.40007143,30836468.7147,4404.01949761
2030-04-27 11:00:00,99731.5514943,403657.503516,344.405915602,3272.09438086,59285.5810664,680.97315,119140.459272,878346.795136,288.864489166,2061.15240314,53204.8711547,1749.28904229,11117.8302387,21922.0749479,537395.517063,13000.0013478,597.7170509,63494.8866716,7289454.99393,3173.8288502,2468.15164924,790051.039793,173.770789243,1426.38958257,350018.312,65698959.1769,4232.08708537,4257.40007143,30851194.7818,5380.62150237
2030-04-27 12:00:00,99731.5514943,404887.70683,344.405915602,3272.09438086,59294.073562,680.97315,119140.459272,880434.188919,288.864489166,2061.15240314,53220.7030722,1749.28904229,11117.8302387,21922.0749479,537554.989812,13000.0013478,597.7170509,68258.0263924,7291193.66692,4214.34663765,2468.15164924,790064.240651,173.770789243,1426.38958257,350018.312,65741683.0304,4232.08708537,4257.40007143,30866679.5612,5208.27997212
2030-04-27 13:00:00,99731.5514943,406116.968862,344.405915602,3272.09438086,59302.5561423,680.97315,119140.459272,882521.435955,288.864489166,2061.15240314,53236.5167176,1749.28904229,11117.8302387,21922.0749479,537714.267058,13000.0013478,597.7170509,73021.1661132,7292931.09222,5254.8644251,2468.15164924,790077.426097,173.770789243,1426.38958257,350018.312,65784403.7923,4232.08708537,4257.40007143,30882925.6922,4059.33643711
2030-04-27 14:00:00,99731.5514943,407345.294751,344.405915602,3272.09438086,59311.0288087,680.97315,119140.459272,884608.555434,288.864489166,2061.15240314,53252.3121367,1749.28904229,11117.8302387,21922.0749479,537873.349528,13000.0013478,597.7170509,77784.3058341,7294667.31962,6295.38221255,2468.15164924,790090.596132,173.770789243,1426.38958257,350018.312,65827118.2575,4232.08708537,4257.40007143,30896117.9976,5035.93844187
2030-04-27 15:00:00,99731.5514943,403785.171547,258.147098403,3272.09438086,59319.4915515,680.97315,119140.459272,886695.570148,288.864489166,2061.15240314,53218.0893751,1749.28904229,11117.8302387,21366.8337528,538032.237972,13000.0013478,597.7170509,82500.0,7296402.40267,7335.9,2468.15164924,790103.750742,137.887779889,1073.67365787,350018.312,65856994.6108,4232.08708537,4257.40007143,30909417.2394,4863.59691162
2030-04-27 16:00:00,98477.4848433,400224.122216,258.147098403,3272.09438086,59327.9443489,680.97315,119140.459272,888782.506494,288.864489166,2061.15240314,53183.848478,1749.28904229,10157.0846887,21366.8337528,537195.033171,8397.74077435,597.7170509,82500.0,7298136.39863,7335.9,2283.96606125,790116.889892,137.887779889,1073.67365787,350018.312,65886868.408,4232.08708537,4257.40007143,30921970.1674,4863.59691162
2030-04-27 17:00:00,96437.767518,396662.151636,258.147098403,3272.09438086,59336.3871677,680.97315,119140.459272,888418.440427,288.864489166,2061.15240314,53149.5894908,1749.28904229,10157.0846887,10966.7762743,536357.635926,8397.74077435,597.7170509,82500.0,7299869.3685,7335.9,2095.50441022,790130.013532,137.887779889,1073.67365787,350018.312,65928958.6585,4232.08708537,4257.40007143,30934486.8331,4691.25538136
2030-04-27 18:00:00,94840.0484263,393099.264598,258.147098403,3272.09438086,59344.8199631,680.97315,119140.459272,887638.064114,288.864489166,1949.57657368,53115.3124586,871.44209036,8326.97531126,10966.7762743,535520.047068,2796.05402733,597.7170509,80478.3918026,7301601.377,7335.9,1964.21252519,790143.121591,137.887779889,1073.67365787,350018.312,65970886.1889,4232.08708537,4257.40007143,30947090.0325,5667.85738613
2030-04-27 19:00:00,94840.0484263,389535.465808,258.147098403,3272.09438086,59353.2426784,680.97315,119140.459272,886637.345013,288.864489166,1949.57657368,53081.0174261,871.44209036,8326.97531126,8096.99015888,534682.267451,2796.05402733,597.7170509,75284.0037853,7303332.49258,7335.9,1819.11520607,790156.213981,137.887779889,1073.67365787,350018.312,66012604.8902,4232.08708537,4257.40007143,30962220.4438,5667.85738613
2030-04-27 20:00:00,94840.0484263,385970.759884,258.147098403,3272.09438086,59361.6552455,680.97315,119140.459272,885857.98793,288.864489166,1949.57657368,53046.7044384,871.44209036,8326.97531126,8096.99015888,533844.297957,0.0,597.7170509,73394.8657837,7305062.78745,7335.9,925.594833014,790169.290597,137.887779889,1073.67365787,350018.312,66042471.5992,4232.08708537,4257.40007143,30970641.0396,5495.51585588
2030-04-27 21:00:00,94840.0484263,384155.671356,258.147098403,3272.09438086,59370.0575845,680.97315,119140.459272,886222.112641,288.864489166,1949.57657368,53062.3735399,871.44209036,8326.97531126,8096.99015888,534002.039492,0.0,597.7170509,73394.8657837,7306792.33752,7335.9,925.594833014,790182.351315,137.887779889,1073.67365787,350018.312,66085007.196,4232.08708537,4257.40007143,30986792.6909,5323.17432562
2030-04-27 22:00:00,94840.0484263,385376.682674,258.147098403,3272.09438086,59378.4496041,680.97315,119140.459272,888309.334949,288.864489166,1949.57657368,53078.0247751,871.44209036,8326.97531126,8096.99015888,534159.592988,0.0,597.7170509,73394.8657837,7308521.22244,7335.9,925.594833014,790195.395991,137.887779889,1073.67365787,350018.312,66128403.9129,4232.08708537,4257.40007143,31003033.1941,5323.17432562
2030-04-27 23:00:00,94840.0484263,386596.800194,258.147098403,3272.09438086,59386.831201,680.97315,119140.459272,890396.764583,288.864489166,1949.57657368,53093.6581883,871.44209036,8326.97531126,8096.99015888,534316.959404,0.0,597.7170509,73394.8657837,7310249.52559,7335.9,925.594833014,790208.424466,137.887779889,1073.67365787,350018.312,66172480.4239,4232.08708537,4257.40007143,31017896.6064,6299.77633039
2030-04-28 00:00:00,94840.0484263,387816.028188,258.147098403,3272.09438086,59395.2022605,680.97315,119140.459272,892484.456772,288.864489166,1949.57657368,53109.2738238,871.44209036,8326.97531126,8096.99015888,534474.139723,0.0,597.7170509,73394.8657837,7311977.33409,7335.9,925.594833014,790221.436562,137.887779889,1073.67365787,350018.312,66216886.6769,4232.08708537,4257.40007143,31032945.5454,6127.43480013
2030-04-28 01:00:00,94840.0484263,389034.370895,258.147098403,3272.09438086,59403.5626598,680.97315,119140.459272,894572.470116,288.864489166,1949.57657368,53124.8717258,871.44209036,8326.97531126,8096.99015888,534631.134938,0.0,597.7170509,73394.8657837,7313704.73776,7335.9,925.594833014,790234.432088,137.887779889,1073.67365787,350018.312,66246753.2535,4232.08708537,4257.40007143,31048347.3422,4978.49126512
2030-04-28 02:00:00,94840.0484263,390251.832726,258.147098403,3272.09438086,59411.9122818,680.97315,119140.459272,896660.865648,288.864489166,1949.57657368,53140.4519404,871.44209036,8326.97531126,8096.99015888,534787.945977,0.0,597.7170509,73394.8657837,7315431.82509,7335.9,925.594833014,790247.410861,137.887779889,1073.67365787,350018.312,66291033.0259,4232.08708537,4257.40007143,31056887.1884,5908.67639524
2030-04-28 03:00:00,94840.0484263,390879.432172,258.147098403,3272.09438086,59420.251019,680.97315,119140.459272,898749.706601,288.864489166,1949.57657368,53106.0145152,871.44209036,8326.97531126,8096.99015888,534944.57369,0.0,597.7170509,73394.8657837,7317158.68221,7335.9,925.594833014,790260.372715,137.887779889,1073.67365787,350018.312,66335226.5943,4232.08708537,4257.40007143,31067417.7196,6885.2784
2030-04-28 04:00:00,93365.8929035,387307.628393,171.888281204,3272.09438086,59428.5787735,680.97315,119140.459272,898059.091696,288.864489166,1154.70053838,53071.5595001,871.44209036,8326.97531126,8096.99015888,535101.018844,0.0,286.313378701,69969.8812566,7318885.39287,7335.9,925.594833014,790273.317497,137.887779889,1073.67365787,350018.312,66378290.1754,4232.08708537,4257.40007143,31075994.0162,5736.33486498
2030-04-28 05:00:00,91064.6374168,383734.958333,171.888281204,2777.06838234,59436.8954565,567.339444468,119140.459272,897390.436311,192.576326111,1154.70053838,53037.0869466,871.44209036,1544.91806904,2497.71230608,535257.282128,0.0,286.313378701,63619.0282955,7320612.0385,6111.76142653,925.594833014,790286.245069,102.004770535,1073.67365787,350018.312,66408166.8402,4232.08708537,3151.03747462,31085167.197,5736.33486498
2030-04-28 06:00:00,89286.3916765,380161.42731,86.258817199,2777.06838234,59445.2009889,453.705738936,119140.459272,897133.411847,192.576326111,1154.70053838,53002.5969084,871.44209036,1544.91806904,0.0,534417.464149,0.0,286.313378701,57268.1753344,7322338.69812,4887.62285306,925.594833014,790299.155309,66.1217611812,593.224323252,350018.312,66449057.1532,4232.08708537,3151.03747462,31093778.4995,5563.99333473
2030-04-28 07:00:00,89286.3916765,381374.558867,86.258817199,2777.06838234,59453.4953009,453.705738936,118838.463686,899224.710816,192.576326111,1154.70053838,53018.0894408,871.44209036,1544.91806904,0.0,534573.365435,0.0,286.313378701,54104.280403,7324065.44845,4887.62285306,925.594833014,790312.048107,66.1217611812,593.224323252,350018.312,66490461.3219,4232.08708537,3151.03747462,31104907.0479,5563.99333473
2030-04-28 08:00:00,89286.3916765,382586.840775,86.258817199,2777.06838234,59461.7783323,453.705738936,118838.463686,901316.804369,192.576326111,1154.70053838,53033.5646013,871.44209036,1544.91806904,0.0,534729.086431,0.0,286.313378701,54104.280403,7325792.36379,4887.62285306,925.594833014,790324.923371,66.1217611812,593.224323252,350018.312,66532344.9764,4232.08708537,3151.03747462,31116980.2278,5391.65180448
2030-04-28 09:00:00,89286.3916765,383798.279031,86.258817199,2777.06838234,59470.0500322,453.705738936,118838.463686,903409.76894,192.576326111,1154.70053838,53049.022449,871.44209036,1544.91806904,0.0,534884.627504,0.0,286.313378701,54104.280403,7327519.51614,4887.62285306,925.594833014,790337.781021,66.1217611812,593.224323252,350018.312,66574633.0707,4232.08708537,3151.03747462,31129532.8499,5219.31027423
2030-04-28 10:00:00,89286.3916765,385008.879858,86.258817199,2777.06838234,59478.3103591,453.705738936,118838.463686,905503.68316,192.576326111,1154.70053838,53064.4630452,871.44209036,1544.91806904,0.0,535039.98894,0.0,286.313378701,54104.280403,7329246.97509,5928.14064051,925.594833014,790350.620992,66.1217611812,593.224323252,350018.312,66604544.284,4232.08708537,3151.03747462,31138210.1431,5219.31027423
2030-04-28 11:00:00,89286.3916765,386218.649705,86.258817199,2777.06838234,59486.5592812,453.705738936,118838.463686,907598.627862,192.576326111,1154.70053838,53079.8864529,871.44209036,1544.91806904,0.0,535195.170944,0.0,286.313378701,54104.280403,7330974.8079,5928.14064051,925.594833014,790363.443236,66.1217611812,593.224323252,350018.312,66647208.0641,4232.08708537,3151.03747462,31150537.6694,5046.96874397
2030-04-28 12:00:00,89286.3916765,387427.595249,86.258817199,2777.06838234,59494.7967759,453.705738936,118838.463686,909694.686077,192.576326111,1154.70053838,53095.2927371,871.44209036,1544.91806904,0.0,535350.173641,0.0,286.313378701,54104.280403,7332703.07946,6968.65842796,925.594833014,790376.247717,66.1217611812,593.224323252,350018.312,66689986.5545,4232.08708537,3151.03747462,31161360.69,6023.57074874
2030-04-28 13:00:00,89286.3916765,388635.723393,86.258817199,2777.06838234,59503.0228301,453.705738936,118838.463686,911791.943036,192.576326111,1154.70053838,53110.6819647,871.44209036,1544.91806904,0.0,535504.997076,0.0,286.313378701,54104.280403,7334431.85231,7335.9,925.594833014,790389.034415,66.1217611812,593.224323252,350018.312,66732974.4139,4232.08708537,3151.03747462,31173072.3726,6023.57074874
2030-04-28 14:00:00,89286.3916765,389843.041264,86.258817199,2777.06838234,59511.2374402,453.705738936,118838.463686,913890.486172,192.576326111,1154.70053838,53126.0542045,871.44209036,1544.91806904,0.0,535659.641213,0.0,286.313378701,54104.280403,7336161.18663,7335.9,925.594833014,790401.803323,66.1217611812,593.224323252,350018.312,66775590.6116,4232.08708537,3151.03747462,31184316.9629,5908.67639524
2030-04-28 15:00:00,89286.3916765,391049.556219,86.258817199,2777.06838234,59519.4406121,453.705738936,118838.463686,915990.405116,192.576326111,1154.70053838,53141.4095272,871.44209036,1544.91806904,0.0,535814.105935,0.0,286.313378701,54104.280403,7337891.14022,7335.9,925.594833014,790414.554452,66.1217611812,593.224323252,350018.312,66805571.8294,4232.08708537,3151.03747462,31193070.0109,6885.2784
2030-04-28 16:00:00,89286.3916765,388156.880942,86.258817199,2777.06838234,59527.6323609,453.705738936,118838.463686,915852.338662,192.576326111,1154.70053838,53106.7480053,871.44209036,1544.91806904,0.0,535968.391046,0.0,286.313378701,49914.4071213,7339621.76855,7335.9,925.594833014,790427.287825,66.1217611812,593.224323252,350018.312,66847826.9408,4232.08708537,3151.03747462,31201837.4098,5736.33486498
2030-04-28 17:00:00,89116.8685167,384574.295035,86.258817199,2777.06838234,59535.8127113,340.072033404,118838.463686,915270.166219,192.576326111,0.0,53072.0697135,0.0,993.908912952,0.0,536122.496269,0.0,0.0,43563.5541602,7341353.12472,6111.76142653,0.0,790440.00348,30.2387518273,112.774988632,350018.312,66889967.0865,4232.08708537,3151.03747462,31210929.6933,6712.93686975
2030-04-28 18:00:00,89116.8685167,380990.929635,86.258817199,1449.16276321,59543.9816976,226.438327872,118838.463686,914395.461119,192.576326111,0.0,53037.3747281,0.0,0.0,0.0,536276.421246,0.0,0.0,37212.7011991,7343085.25946,4887.62285306,0.0,790452.70147,0.0,0.0,350018.312,66931940.6489,4232.08708537,3151.03747462,31219725.0719,5563.99333473
2030-04-28 19:00:00,89116.8685167,379684.748833,86.258817199,1449.16276321,59552.1393633,226.438327872,118838.463686,913435.623958,192.576326111,0.0,53002.6631274,0.0,0.0,0.0,536430.165538,0.0,0.0,30861.848238,7344818.22115,3672.41572041,0.0,790465.381864,0.0,0.0,350018.312,66962011.3766,4232.08708537,1534.0756964,31232439.1321,4415.04979972
2030-04-28 20:00:00,89116.8685167,380502.332639,86.258817199,1449.16276321,59560.2857615,226.438327872,118838.463686,912780.449097,96.2881630554,0.0,53017.9349917,0.0,0.0,0.0,536583.728629,0.0,0.0,24510.9952769,7346552.05582,2448.27714694,0.0,790478.044743,0.0,0.0,350018.312,67003903.6776,4232.08708537,1534.0756964,31241261.593,5391.65180448
2030-04-28 21:00:00,89116.8685167,381704.197233,86.258817199,1449.16276321,59568.4209545,226.438327872,118838.463686,914890.628332,96.2881630554,0.0,53033.1038659,0.0,0.0,0.0,536737.109917,0.0,0.0,21823.1188319,7348286.80712,2448.27714694,0.0,790490.690205,0.0,0.0,350018.312,67046614.5723,4232.08708537,1534.0756964,31257574.387,5219.31027423
2030-04-28 22:00:00,89116.8685167,382905.316736,86.258817199,1449.16276321,59576.5450144,226.438327872,118838.463686,917002.872388,96.2881630554,0.0,53048.3429085,0.0,0.0,0.0,536890.308726,0.0,0.0,21823.1188319,7350022.51637,2448.27714694,0.0,790503.318361,0.0,0.0,350018.312,67090058.7294,4232.08708537,1534.0756964,31273199.5064,5219.31027423
2030-04-28 23:00:00,89116.8685167,384105.700315,86.258817199,1449.16276321,59584.6580225,226.438327872,118838.463686,919117.288497,96.2881630554,0.0,53063.5656681,0.0,0.0,0.0,537043.324294,0.0,0.0,21823.1188319,7351759.22249,2448.27714694,0.0,790515.929338,0.0,0.0,350018.312,67133995.5393,4232.08708537,1534.0756964,31287573.4818,5046.96874397
