timeindex,AT-hydro-phs,AT-hydro-reservoir,AT-lithium-battery,BE-hydro-phs,BE-hydro-reservoir,BE-lithium-battery,CH-hydro-phs,CH-hydro-reservoir,CH-lithium-battery,CZ-hydro-phs,CZ-hydro-reservoir,CZ-lithium-battery,DE-cavern-acaes,DE-flex-decentral_heat-tes,DE-hydro-phs,DE-hydro-reservoir,DE-hydrogen-storage,DE-lithium-battery,DK-lithium-battery,FR-hydro-phs,FR-hydro-reservoir,FR-lithium-battery,LU-hydro-phs,LU-hydro-reservoir,LU-lithium-battery,NL-lithium-battery,NO-hydro-phs,NO-hydro-reservoir,PL-hydro-phs,PL-lithium-battery,SE-hydro-reservoir,SE-lithium-battery
2030-01-02 11:00:00,199825.989,2469823.45171,516.92355,4600.0,58241.6594494,659.856370411,519987.954997,5626202.76379,577.02645,5000.0,2495.09960429,5260.67685,3000.0,51879.3287289,58749.6,81554.0126363,302735.185589,81250.0,1866.15,82500.0,6647947.54367,7335.9,4104.0,748704.962542,215.03625,2879.1906,350018.312,101556368.182,6756.43808403,9689.97315,52999380.93,6885.2784
2030-01-02 12:00:00,199825.989,2471152.66442,516.92355,4600.0,58294.2795505,680.97315,519987.954997,5628070.66031,577.02645,5000.0,2535.16139972,5260.67685,3000.0,52312.306946,58749.6,82330.2770785,302735.185589,81250.0,1866.15,82500.0,6654093.58137,7335.9,4104.0,748786.755988,215.03625,2879.1906,350018.312,101529180.185,6756.43808403,9689.97315,52988037.5625,6885.2784
2030-01-02 13:00:00,199825.989,2472481.13353,516.92355,4600.0,58346.9163938,680.97315,519987.954997,5629937.07538,577.02645,5000.0,2575.21972215,5260.67685,3000.0,52312.306946,58749.6,83106.0942229,302735.185589,81250.0,1866.15,82500.0,6660233.54541,7335.9,4104.0,748868.575458,215.03625,2879.1906,350018.312,101508759.537,6756.43808403,9689.97315,52976691.7729,6885.2784
2030-01-02 14:00:00,199825.989,2473808.85588,516.92355,4600.0,58399.5699351,680.97315,519987.954997,5631643.43642,577.02645,5000.0,2565.27426455,5260.67685,3000.0,52312.306946,58749.6,83203.7281079,302735.185589,81250.0,1866.15,82500.0,6666367.41644,7335.9,4104.0,748950.420884,215.03625,2879.1906,350018.312,101481704.997,6756.43808403,9689.97315,52965343.5568,6885.2784
2030-01-02 15:00:00,199825.989,2475135.82819,516.92355,4600.0,58452.2400932,680.97315,519987.954997,5629212.16064,577.02645,5000.0,2555.32468954,5260.67685,3000.0,52312.306946,58749.6,82982.7674543,302735.185589,81250.0,1866.15,82500.0,6667058.72162,7335.9,4104.0,749032.292139,215.03625,2879.1906,350018.312,101454711.068,6756.43808403,9689.97315,52953992.9126,6885.2784
2030-01-02 16:00:00,199825.989,2471757.34914,516.92355,4600.0,58346.926749,680.97315,519987.954997,5624206.68132,577.02645,5000.0,2545.37062944,5260.67685,3000.0,52312.306946,58749.6,82761.3779626,302735.185589,81250.0,1866.15,82500.0,6664983.35574,7335.9,4104.0,749114.189039,215.03625,2879.1906,350018.312,101433089.615,6756.43808403,9689.97315,52942639.8418,6885.2784
2030-01-02 17:00:00,199825.989,2468422.83615,516.92355,4600.0,58399.6297463,680.97315,519987.954997,5617881.981,577.02645,5000.0,2535.41168627,5260.67685,3000.0,52312.306946,58749.6,82539.5674482,302735.185589,81250.0,1866.15,82500.0,6662901.84947,7335.9,4104.0,749196.111339,215.03625,2879.1906,350018.312,101411362.922,6756.43808403,9689.97315,52931284.3491,6885.2784
2030-01-02 18:00:00,199825.989,2465272.17169,516.92355,4600.0,58294.3488912,680.97315,519987.954997,5610753.93488,577.02645,5000.0,2525.44743174,5260.67685,3000.0,52312.306946,58749.6,82317.3445576,302735.185589,81250.0,1866.15,82500.0,6660814.19053,7335.9,4104.0,749278.05874,215.03625,2879.1906,350018.312,101384519.495,6756.43808403,9689.97315,52919926.4423,6885.2784
2030-01-02 19:00:00,199825.989,2462399.99608,516.92355,4600.0,58189.0839524,680.97315,519987.954997,5606797.28707,577.02645,5000.0,2515.47740722,5260.67685,3000.0,52312.306946,58749.6,82094.7187682,302735.185589,81250.0,1866.15,82500.0,6658720.36844,7335.9,4104.0,749360.030882,215.03625,2879.1906,350018.312,101362882.137,6756.43808403,9689.97315,52908566.1322,6885.2784
2030-01-02 20:00:00,199825.989,2461248.9834,516.92355,4600.0,58083.8346613,680.97315,519987.954997,5602890.27793,577.02645,5000.0,2505.50112379,5260.67685,3000.0,52312.306946,58749.6,81871.7003888,302735.185589,81250.0,1866.15,82500.0,6656620.37444,7335.9,4104.0,749442.027347,215.03625,2879.1906,350018.312,101341542.976,6756.43808403,9689.97315,52897203.4328,6885.2784
2030-01-02 21:00:00,199825.989,2459787.75422,516.92355,4600.0,57978.6007118,680.97315,519987.954997,5598843.76353,577.02645,5000.0,2495.51806223,5260.67685,3000.0,52312.306946,58749.6,81648.3005591,302735.185589,81250.0,1866.15,82500.0,6654514.20156,7335.9,4104.0,749524.047658,215.03625,2879.1906,350018.312,101314791.07,6756.43808403,9689.97315,52885838.3612,6885.2784
2030-01-02 22:00:00,199825.989,2458746.12792,516.92355,4600.0,58031.3817602,680.97315,519987.954997,5594189.67003,577.02645,5000.0,2485.52767297,5260.67685,3000.0,52312.306946,58749.6,81424.5312498,302735.185589,81250.0,1866.15,82500.0,6652401.84459,7335.9,4104.0,749606.091283,215.03625,2879.1906,350018.312,101294470.481,6756.43808403,9689.97315,52874470.9375,6885.2784
2030-01-02 23:00:00,199825.989,2460045.96394,516.92355,4600.0,57926.1774254,680.97315,519987.954997,5590139.17355,577.02645,5000.0,2475.52937617,5260.67685,3000.0,52312.306946,58749.6,81200.4052628,302735.185589,81250.0,1866.15,82500.0,6650283.30009,7335.9,4104.0,749688.157628,215.03625,2879.1906,350018.312,101274528.945,6756.43808403,9689.97315,52863101.185,6885.2784
2030-01-03 00:00:00,199825.989,2461366.02673,516.92355,4600.0,57820.9872891,680.97315,519987.954997,5586927.92994,577.02645,5000.0,2465.52256165,5260.67685,3000.0,52312.306946,58749.6,80975.9362312,302735.185589,81250.0,1866.15,82500.0,6648158.56636,7335.9,4104.0,749770.246044,215.03625,2879.1906,350018.312,101247794.163,6756.43808403,9689.97315,52851729.1301,6885.2784
2030-01-03 01:00:00,199825.989,2462685.30275,516.92355,4600.0,57873.8109041,680.97315,519987.954997,5583037.75468,577.02645,5000.0,2455.50661241,5260.67685,3000.0,52312.306946,58749.6,80751.1379651,302735.185589,81250.0,1866.15,82500.0,6646027.64246,7335.9,4104.0,749852.355835,215.03625,2879.1906,350018.312,101228368.273,6756.43808403,9689.97315,52840354.8013,6885.2784
2030-01-03 02:00:00,199825.989,2463230.0768,516.92355,4600.0,57926.6478306,680.97315,519987.954997,5579703.97167,577.02645,5000.0,2445.48099849,5260.67685,3000.0,52312.306946,58749.6,80526.0218363,302735.185589,81250.0,1866.15,82500.0,6643890.52406,7335.9,4104.0,749934.486317,215.03625,2879.1906,350018.312,101208806.653,6756.43808403,9689.97315,52828978.2253,6885.2784
2030-01-03 03:00:00,199825.989,2462922.2851,516.92355,4600.0,57979.4976446,680.97315,519987.954997,5576678.96656,577.02645,5000.0,2435.44530048,5260.67685,3000.0,52312.306946,58749.6,80300.5961242,302735.185589,81250.0,1866.15,82500.0,6641747.2024,7335.9,4104.0,750016.636832,215.03625,2879.1906,350018.312,101182004.791,6756.43808403,9689.97315,52817599.4262,6885.2784
