timeindex,AT-hydro-phs,AT-hydro-reservoir,AT-lithium-battery,BE-hydro-phs,BE-hydro-reservoir,BE-lithium-battery,CH-hydro-phs,CH-hydro-reservoir,CH-lithium-battery,CZ-hydro-phs,CZ-hydro-reservoir,CZ-lithium-battery,DE-cavern-acaes,DE-flex-decentral_heat-tes,DE-hydro-phs,DE-hydro-reservoir,DE-hydrogen-storage,DE-lithium-battery,DK-lithium-battery,FR-hydro-phs,FR-hydro-reservoir,FR-lithium-battery,LU-hydro-phs,LU-hydro-reservoir,LU-lithium-battery,NL-lithium-battery,NO-hydro-phs,NO-hydro-reservoir,PL-hydro-phs,PL-lithium-battery,SE-hydro-reservoir,SE-lithium-battery
2030-02-20 10:00:00,116687.588516,769454.166836,366.599973096,1003.52346358,61519.2203552,482.943248511,168548.355126,1756766.43788,409.224692985,3515.69504244,37333.5573487,3353.51048232,1804.77139067,37471.1015183,26920.9541812,576558.434068,65289.2811331,46676.7082852,1286.74700767,41130.7177589,5693685.94971,3957.04634829,1619.52861822,765330.071963,152.502789754,2150.71881399,350018.312,76042461.917,4281.96077753,6284.06569961,40556681.4057,4965.82290142
2030-02-20 11:00:00,116687.588516,770695.615714,439.919967715,1003.52346358,61567.7006059,482.943248511,168548.355126,1758017.68763,409.224692985,3515.69504244,37402.0524678,4099.68039146,1804.77139067,41251.8564855,29979.1694025,577336.597563,65289.2811331,58201.1388568,1551.44012904,41130.7177589,5692228.226,3957.04634829,2409.71138764,765405.430366,183.003347705,2559.10074841,350018.312,76016767.5356,4281.96077753,7087.46416468,40544751.6038,4965.82290142
2030-02-20 12:00:00,116687.588516,771937.055656,513.239962334,1003.52346358,61616.1455217,482.943248511,168548.355126,1759268.85117,409.224692985,3515.69504244,37470.5048089,4845.8503006,1804.77139067,45272.8902607,30635.7983104,578114.157416,65289.2811331,69725.5694284,1816.1332504,41130.7177589,5695200.32047,4214.34663765,3281.40786487,765480.733843,213.503905656,2879.1906,350018.312,75996983.2473,4281.96077753,7087.46416468,40532820.0862,4965.82290142
2030-02-20 13:00:00,116687.588516,773178.474325,513.239962334,1003.52346358,61664.5552119,579.531898214,168548.355126,1760519.93186,491.069631582,3515.69504244,37538.9142004,5260.67685,1804.77139067,48993.5151543,30635.7983104,578891.11229,65289.2811331,81250.0,1816.1332504,41130.7177589,5698172.16058,5254.8644251,3281.40786487,765555.982566,213.503905656,2879.1906,350018.312,75971268.7203,4281.96077753,7087.46416468,40520886.8395,4965.82290142
2030-02-20 14:00:00,116687.588516,774419.85944,516.92355,1003.52346358,61712.9297829,676.120547916,168548.355126,1761770.93309,572.914570179,3515.69504244,37607.2804696,5260.67685,1804.77139067,52312.306946,30635.7983104,579667.460928,65289.2811331,81250.0,1866.15,41130.7177589,5701143.76187,6295.38221255,3281.40786487,765631.176698,215.03625,2879.1906,350018.312,75945544.1715,4281.96077753,7087.46416468,40508951.8479,4965.82290142
2030-02-20 15:00:00,116687.588516,775661.198773,516.92355,1003.52346358,61761.2693382,676.120547916,168548.355126,1762466.35973,572.914570179,3515.69504244,37625.6034424,5260.67685,1804.77139067,52312.306946,30635.7983104,580443.202152,65289.2811331,81250.0,1866.15,41130.7177589,5701155.74087,7335.9,3281.40786487,765706.316402,215.03625,2879.1906,350018.312,75925022.4096,4281.96077753,7300.05029565,40497015.0933,4965.82290142
2030-02-20 16:00:00,116687.588516,772444.398711,516.92355,1003.52346358,61809.5739785,676.120547916,168548.355126,1759427.23971,572.914570179,3515.69504244,37643.8829433,5260.67685,1804.77139067,52312.306946,30635.7983104,580222.434864,65289.2811331,81250.0,1866.15,41130.7177589,5695929.91256,7335.9,3281.40786487,765781.401833,215.03625,2879.1906,350018.312,75899277.9252,4281.96077753,7300.05029565,40485076.5554,4965.82290142
2030-02-20 17:00:00,116687.588516,768898.092017,516.92355,1003.52346358,61699.8438014,676.120547916,168548.355126,1751691.02329,572.914570179,3515.69504244,37662.1187959,5260.67685,1804.77139067,52312.306946,30635.7983104,580001.058045,65289.2811331,81250.0,1866.15,41130.7177589,5690703.89413,7335.9,3281.40786487,765856.433144,215.03625,2879.1906,350018.312,75873523.5288,4281.96077753,7300.05029565,40473136.2116,4965.82290142
2030-02-20 18:00:00,116687.588516,765351.703187,516.92355,1003.52346358,61590.0789017,676.120547916,168548.355126,1745506.54003,572.914570179,3515.69504244,37680.3108222,5260.67685,1804.77139067,52312.306946,30635.7983104,579779.070753,65289.2811331,81250.0,1866.15,41130.7177589,5685477.7025,7335.9,3281.40786487,765931.410481,215.03625,2879.1906,350018.312,75851916.6553,4281.96077753,7300.05029565,40461194.0372,4965.82290142
2030-02-20 19:00:00,116687.588516,762231.2369,516.92355,1003.52346358,61638.2793711,676.120547916,168548.355126,1740932.88475,572.914570179,3515.69504244,37698.4588429,5260.67685,1804.77139067,52312.306946,30635.7983104,579556.472129,65289.2811331,81250.0,1866.15,41130.7177589,5680251.35492,7335.9,3281.40786487,766006.333988,215.03625,2879.1906,350018.312,75826142.5527,4281.96077753,7300.05029565,40449250.0051,4965.82290142
2030-02-20 20:00:00,116687.588516,759538.711562,516.92355,1003.52346358,61528.4452988,676.120547916,168548.355126,1736412.6764,572.914570179,3515.69504244,37716.5626778,5260.67685,1804.77139067,52312.306946,30635.7983104,579333.261391,65289.2811331,81250.0,1866.15,41130.7177589,5675024.86898,7335.9,3281.40786487,766081.203802,215.03625,2879.1906,350018.312,75805018.2745,4281.96077753,7300.05029565,40437304.0859,4965.82290142
2030-02-20 21:00:00,116687.588516,756659.417797,516.92355,1003.52346358,61418.5767707,676.120547916,168548.355126,1731914.17581,572.914570179,3515.69504244,37734.6221449,5260.67685,1804.77139067,52312.306946,30635.7983104,579109.437836,65289.2811331,81250.0,1866.15,41130.7177589,5669798.26263,7335.9,3281.40786487,766156.020058,215.03625,2879.1906,350018.312,75784443.8917,4281.96077753,7300.05029565,40425356.248,4965.82290142
2030-02-20 22:00:00,116687.588516,755691.401958,516.92355,1003.52346358,61308.6738699,676.120547916,168548.355126,1727698.21537,572.914570179,3515.69504244,37752.6370614,5260.67685,1804.77139067,52312.306946,30635.7983104,578885.000841,65289.2811331,81250.0,1866.15,41130.7177589,5664571.55414,7335.9,3281.40786487,766230.782884,215.03625,2879.1906,350018.312,75758640.5393,4281.96077753,7300.05029565,40413406.4576,4965.82290142
2030-02-20 23:00:00,116687.588516,755677.173749,516.92355,1003.52346358,61356.7366766,676.120547916,168548.355126,1722501.46268,572.914570179,3515.69504244,37770.607243,5260.67685,1804.77139067,52312.306946,30635.7983104,578659.949862,65289.2811331,81250.0,1866.15,41130.7177589,5659344.76212,7335.9,3281.40786487,766305.492406,215.03625,2879.1906,350018.312,75739001.248,4281.96077753,8315.55563852,40401454.6786,4965.82290142
2030-02-21 00:00:00,116687.588516,756520.838776,516.92355,1003.52346358,61404.7652683,676.120547916,168548.355126,1718304.89663,572.914570179,3515.69504244,37788.532504,5260.67685,1804.77139067,52312.306946,30635.7983104,578434.284433,65289.2811331,81250.0,1866.15,41130.7177589,5654117.90554,7335.9,3281.40786487,766380.148743,215.03625,2879.1906,350018.312,75719560.1785,4281.96077753,8315.55563852,40389500.8726,4965.82290142
2030-02-21 01:00:00,116687.588516,757761.059796,516.92355,1003.52346358,61452.759718,676.120547916,168548.355126,1714580.69945,572.914570179,3515.69504244,37806.4126567,5260.67685,1804.77139067,52312.306946,30635.7983104,578208.004143,65289.2811331,81250.0,1866.15,41130.7177589,5648891.00394,7335.9,3281.40786487,766454.752009,215.03625,2879.1906,350018.312,75693727.9733,4281.96077753,9689.97315,40377545.0006,4965.82290142
2030-02-21 02:00:00,116687.588516,759001.104256,516.92355,1003.52346358,61500.7200906,680.97315,168548.355126,1711430.02452,572.914570179,3515.69504244,37824.2475066,5260.67685,1804.77139067,52312.306946,30635.7983104,577981.108515,65289.2811331,81250.0,1866.15,41130.7177589,5644972.09225,7335.9,3281.40786487,766529.302306,215.03625,2879.1906,350018.312,75674157.7421,4281.96077753,9689.97315,40365587.0288,4965.82290142
2030-02-21 03:00:00,116687.588516,757749.746871,516.92355,1003.52346358,61548.6464412,680.97315,168548.355126,1708202.69382,572.914570179,3515.69504244,37842.0368518,5260.67685,1804.77139067,52312.306946,30635.7983104,577753.596987,65289.2811331,81250.0,1866.15,41130.7177589,5639745.16576,7335.9,3281.40786487,766603.799718,215.03625,2879.1906,350018.312,75654343.6809,4281.96077753,9689.97315,40353626.9308,4965.82290142
2030-02-21 04:00:00,116687.588516,754201.886303,516.92355,1003.52346358,61596.5388152,680.97315,168548.355126,1703361.70311,572.914570179,3515.69504244,37859.7804828,5260.67685,1804.77139067,52312.306946,30635.7983104,577525.468907,65289.2811331,81250.0,1866.15,41130.7177589,5634518.26305,7335.9,3281.40786487,766678.244317,215.03625,2879.1906,350018.312,75628483.0056,4281.96077753,9689.97315,40341664.6869,4965.82290142
2030-02-21 05:00:00,116687.588516,750653.815594,516.92355,1003.52346358,61486.3972483,680.97315,168548.355126,1695624.93578,572.914570179,3515.69504244,37877.4781826,5260.67685,1804.77139067,47092.5348323,30635.7983104,577296.723534,65289.2811331,76778.7136974,1866.15,41130.7177589,5629291.41067,7335.9,3281.40786487,766468.636157,179.153240646,2879.1906,350018.312,75602612.9118,4281.96077753,9689.97315,40329700.2844,4965.82290142
2030-02-21 06:00:00,116687.588516,747105.523875,508.319532398,1003.52346358,61376.2217667,567.339444468,168548.355126,1687888.14166,572.914570179,3515.69504244,37895.1297265,5260.67685,1804.77139067,43391.5919106,26724.3364716,577067.360039,65289.2811331,63220.5600837,1554.7463278,41130.7177589,5624064.63701,7335.9,3281.40786487,766258.97528,143.270231292,2398.74126538,350018.312,75576733.4298,4281.96077753,9689.97315,40317733.7178,4965.82290142
2030-02-21 07:00:00,116687.588516,743557.000442,508.319532398,1003.52346358,61266.0123868,567.339444468,168548.355126,1680151.32214,572.914570179,3515.69504244,37912.7348823,5260.67685,1804.77139067,40085.5237097,26724.3364716,576837.377504,65289.2811331,60356.5800182,1554.7463278,41130.7177589,5618837.97227,7335.9,3281.40786487,766049.261711,107.387221938,2398.74126538,350018.312,75550844.5871,4281.96077753,9689.97315,40305764.9884,3816.8793664
2030-02-21 08:00:00,116687.588516,740008.234752,508.319532398,1003.52346358,61155.7691156,567.339444468,168548.355126,1675279.41188,572.914570179,3515.69504244,37930.2934104,5260.67685,1804.77139067,37843.6346825,26724.3364716,576606.774922,65289.2811331,60356.5800182,1554.7463278,41130.7177589,5613611.44845,7335.9,3281.40786487,766123.49546,107.387221938,2398.74126538,350018.312,75524946.4075,4281.96077753,9689.97315,40293794.1046,3816.8793664
2030-02-21 09:00:00,116687.588516,741246.734425,508.319532398,1003.52346358,61203.49195,567.339444468,168548.355126,1673301.66935,572.914570179,3515.69504244,37947.8050634,5260.67685,1804.77139067,36954.3667258,26724.3364716,577371.451197,65289.2811331,60998.5185655,1554.7463278,41130.7177589,5608385.09939,7335.9,3281.40786487,766197.676524,137.887779889,2398.74126538,350018.312,75501376.0944,4281.96077753,9689.97315,40281821.0817,3816.8793664
2030-02-21 10:00:00,116687.588516,742484.971245,508.319532398,1003.52346358,61093.1808777,567.339444468,168548.355126,1672492.36743,572.914570179,3515.69504244,37965.2695865,5260.67685,1804.77139067,37277.6424636,26724.3364716,577758.452582,65289.2811331,67981.0031538,1601.45687863,41130.7177589,5603158.96073,7335.9,3281.40786487,766271.804883,168.38833784,2470.80866557,350018.312,75475459.301,4281.96077753,9689.97315,40269845.9422,3816.8793664
2030-02-21 11:00:00,116687.588516,743722.935159,516.92355,1003.52346358,61140.8358765,567.339444468,168548.355126,1671984.22961,572.914570179,3515.69504244,37982.6867173,5260.67685,1804.77139067,38159.4758726,26724.3364716,578521.88293,65289.2811331,76444.6418579,1601.45687863,41130.7177589,5597933.06993,7335.9,3281.40786487,766345.880502,198.888895791,2470.80866557,350018.312,75452932.05,4281.96077753,9689.97315,40257868.7155,3816.8793664
2030-02-21 12:00:00,116687.588516,744960.616276,516.92355,1003.52346358,61188.4569145,567.339444468,168548.355126,1671248.63657,572.914570179,3515.69504244,38000.0561858,5260.67685,1804.77139067,39366.9534751,26724.3364716,579284.688316,65289.2811331,81250.0,1866.15,41130.7177589,5592707.46628,7335.9,3281.40786487,766419.903332,215.03625,2879.1906,350018.312,75426996.7008,4281.96077753,9689.97315,40245889.4379,3816.8793664
2030-02-21 13:00:00,116687.588516,746198.004868,516.92355,1003.52346358,61165.5338426,567.339444468,168548.355126,1669322.73434,572.914570179,3515.69504244,38017.3777144,5260.67685,1804.77139067,40518.285527,26724.3364716,579050.967288,65289.2811331,81250.0,1866.15,41130.7177589,5587482.19087,7335.9,3281.40786487,766493.873308,215.03625,2879.1906,350018.312,75404893.5077,4281.96077753,9689.97315,40233908.1527,3816.8793664
2030-02-21 14:00:00,116687.588516,742647.57337,516.92355,1003.52346358,61055.0868252,567.339444468,168548.355126,1663129.99328,572.914570179,3515.69504244,38034.6510183,5260.67685,1804.77139067,41402.8960277,26724.3364716,578816.618309,65289.2811331,81250.0,1866.15,41130.7177589,5582257.28661,7335.9,3281.40786487,766567.790352,215.03625,2879.1906,350018.312,75378939.6356,4281.96077753,9689.97315,40221924.9105,3816.8793664
2030-02-21 15:00:00,116687.588516,739096.830381,430.664732801,1003.52346358,60944.6056937,567.339444468,168548.355126,1655392.97162,476.626407124,3515.69504244,38051.8758045,4916.2150088,1804.77139067,41336.917268,26724.3364716,578581.639749,63166.7263308,81250.0,1866.15,41130.7177589,5577032.79823,7335.9,3281.40786487,766357.654368,179.153240646,2879.1906,350018.312,75352976.5065,4281.96077753,9689.97315,40209939.7684,3816.8793664
2030-02-21 16:00:00,114905.782394,735545.766661,430.664732801,1003.52346358,60834.0903776,567.339444468,168548.355126,1647655.91877,476.626407124,3515.69504244,38069.0517731,4916.2150088,1804.77139067,40488.0460835,26724.3364716,578346.029892,63166.7263308,75967.5117604,1866.15,41130.7177589,5571808.77227,6466.90389577,3281.40786487,766147.465247,179.153240646,2517.8141142,350018.312,75327004.119,4281.96077753,9689.97315,40197952.7911,3816.8793664
2030-02-21 17:00:00,111159.947135,731994.373135,430.664732801,752.968598406,60723.540797,453.705738936,168548.355126,1639918.83207,476.626407124,3515.69504244,38086.1786162,4916.2150088,1804.77139067,39693.7329011,26724.3364716,578109.786931,63166.7263308,62409.3581467,1554.7463278,41130.7177589,5566585.25709,6466.90389577,3281.40786487,765937.222865,179.153240646,2270.18525222,350018.312,75301022.4686,4281.96077753,8073.01137178,40185964.0497,3816.8793664
2030-02-21 18:00:00,108303.47788,728442.640889,430.664732801,752.968598406,60612.9568622,453.705738936,163885.490761,1632181.70844,476.626407124,3515.69504244,38103.2560186,4038.36805688,1804.77139067,39319.0393258,26724.3364716,577872.908973,63166.7263308,52092.1899245,1243.3426556,40786.787684,5561362.30287,5242.76532229,3281.40786487,765726.927082,143.270231292,1789.73591761,350018.312,75275031.5476,4281.96077753,8073.01137178,40173973.6227,3816.8793664
2030-02-21 19:00:00,106614.725395,724890.561172,430.664732801,752.968598406,60502.3384736,453.705738936,159622.147694,1624444.54441,476.626407124,3515.69504244,38120.2836573,4038.36805688,1804.77139067,39319.0393258,26724.3364716,577635.394035,63166.7263308,52092.1899245,1243.3426556,40786.787684,5556139.96161,5242.76532229,3281.40786487,765516.577744,143.270231292,1557.38387331,350018.312,75253348.8636,4281.96077753,7140.99964717,40161981.5955,3816.8793664
2030-02-21 20:00:00,106614.725395,721338.125398,430.664732801,752.968598406,60391.6855223,453.705738936,159339.189597,1616707.33611,476.626407124,3515.69504244,38137.2612019,4038.36805688,1804.77139067,39319.0393258,26724.3364716,577397.240044,63166.7263308,52092.1899245,1243.3426556,40786.787684,5550918.28711,5242.76532229,3281.40786487,765306.174681,107.387221938,1557.38387331,350018.312,75232344.7162,4281.96077753,7140.99964717,40149988.0604,3816.8793664
2030-02-21 21:00:00,106614.725395,717785.325141,430.664732801,752.968598406,60280.9978895,453.705738936,159339.189597,1608970.07925,476.626407124,3515.69504244,38154.1883145,4038.36805688,1804.77139067,39319.0393258,26724.3364716,577158.44484,63166.7263308,52092.1899245,1243.3426556,40786.787684,5545697.33499,5242.76532229,3281.40786487,765095.717709,107.387221938,1557.38387331,350018.312,75206325.9055,4281.96077753,7140.99964717,40137993.1169,3816.8793664
2030-02-21 22:00:00,106614.725395,714232.152141,430.664732801,752.968598406,60328.275447,453.705738936,159339.189597,1604094.68904,476.626407124,3515.69504244,38171.0646495,4038.36805688,1804.77139067,39319.0393258,26724.3364716,576919.006173,63166.7263308,52092.1899245,1243.3426556,40786.787684,5540477.16271,5242.76532229,3281.40786487,765169.206628,107.387221938,1557.38387331,350018.312,75186530.675,4281.96077753,7140.99964717,40125996.8713,3816.8793664
2030-02-21 23:00:00,106614.725395,710815.318454,430.664732801,752.968598406,60375.5180568,453.705738936,159339.189597,1599238.14482,476.626407124,3515.69504244,38187.8898537,4038.36805688,1804.77139067,39319.0393258,26724.3364716,576678.921706,63166.7263308,52092.1899245,1243.3426556,40786.787684,5535257.82952,5242.76532229,3281.40786487,765242.641223,107.387221938,1557.38387331,350018.312,75167525.2488,4281.96077753,7140.99964717,40113999.4369,3816.8793664
2030-02-22 00:00:00,106614.725395,707771.309374,430.664732801,752.968598406,60422.725571,453.705738936,159339.189597,1594420.34059,476.626407124,3515.69504244,38204.6635667,4038.36805688,1804.77139067,39319.0393258,26724.3364716,576438.18901,63166.7263308,52092.1899245,1243.3426556,40786.787684,5530039.3965,5242.76532229,3281.40786487,765316.021266,107.387221938,1557.38387331,350018.312,75141478.3649,4281.96077753,7140.99964717,40102000.9342,3816.8793664
2030-02-22 01:00:00,106614.725395,704919.127441,430.664732801,752.968598406,60469.8978357,453.705738936,159339.189597,1589756.81483,476.626407124,3515.69504244,38221.3854305,4038.36805688,1804.77139067,43895.1823078,26724.3364716,576196.805601,63166.7263308,52092.1899245,1243.3426556,40786.787684,5524821.92563,5242.76532229,3281.40786487,765389.346516,107.387221938,1557.38387331,350018.312,75122869.5261,4281.96077753,7140.99964717,40090001.4851,3816.8793664
2030-02-22 02:00:00,106614.725395,702831.375538,430.664732801,752.968598406,60517.0347022,453.705738936,159339.189597,1585148.70308,476.626407124,3515.69504244,38238.055132,4038.36805688,1804.77139067,50617.343099,26724.3364716,575954.769045,63166.7263308,52092.1899245,1243.3426556,40786.787684,5519605.47617,5242.76532229,3281.40786487,765462.616743,107.387221938,1723.78465534,350018.312,75104242.0728,4281.96077753,7140.99964717,40078001.1915,3816.8793664
2030-02-22 03:00:00,106614.725395,699699.983411,430.664732801,752.968598406,60564.1360311,453.705738936,159339.189597,1579789.73042,476.626407124,3515.69504244,38254.6724131,4038.36805688,1804.77139067,52312.306946,26724.3364716,575712.076997,63166.7263308,52092.1899245,1243.3426556,40786.787684,5514390.10376,5242.76532229,3281.40786487,765535.83173,107.387221938,2132.16658977,350018.312,75078166.8773,4281.96077753,7140.99964717,40066000.1297,3816.8793664
2030-02-22 04:00:00,106614.725395,696144.408574,430.664732801,752.968598406,60453.2016916,453.705738936,159339.189597,1572051.98532,476.626407124,3515.69504244,38271.2370708,4038.36805688,1804.77139067,51625.9172434,26724.3364716,575468.727195,63166.7263308,52092.1899245,1243.3426556,40786.787684,5509175.86043,5242.76532229,3281.40786487,765324.991273,107.387221938,2132.16658977,350018.312,75058814.9413,4281.96077753,7140.99964717,40053998.3504,3816.8793664
2030-02-22 05:00:00,105714.961269,692588.406768,430.664732801,752.968598406,60342.231562,453.705738936,159339.189597,1564314.14813,476.626407124,3515.69504244,38287.7489571,4038.36805688,1804.77139067,43762.3180074,26724.3364716,575224.717461,63166.7263308,41640.7583486,1243.3426556,40786.787684,5503962.79454,5242.76532229,3281.40786487,765114.095183,107.387221938,2132.16658977,350018.312,75032720.7711,4281.96077753,7140.99964717,40041995.8789,3816.8793664
2030-02-22 06:00:00,102754.474344,689031.970563,430.664732801,752.968598406,60231.2255293,444.244559262,155081.799144,1556576.21351,476.626407124,3515.69504244,38304.207979,4038.36805688,1804.77139067,37847.9002922,26724.3364716,574980.045702,60575.762556,28082.604735,1243.3426556,40786.787684,5498750.95087,5031.89400922,3281.40786487,764903.143285,71.5042125843,2132.16658977,350018.312,75006617.0944,4281.96077753,7140.99964717,40029992.7149,3816.8793664
2030-02-22 07:00:00,101118.505954,685475.092601,430.664732801,752.968598406,60120.1834894,444.244559262,155081.799144,1548838.17624,476.626407124,3515.69504244,38320.6140987,3777.35102094,1804.77139067,32258.4455408,26724.3364716,574734.709909,60575.762556,28082.604735,1243.3426556,38299.6148327,5493540.37054,5031.89400922,3281.40786487,764692.135418,35.6212032304,2132.16658977,350018.312,74983118.3913,4281.96077753,7140.99964717,40017988.8326,3816.8793664
2030-02-22 08:00:00,101118.505954,685455.45337,430.664732801,752.968598406,60009.1053472,444.244559262,155081.799144,1543174.44583,476.626407124,3515.69504244,38336.9673333,3777.35102094,1804.77139067,28241.1854589,26724.3364716,574488.70816,60575.762556,28082.604735,1243.3426556,38299.6148327,5488331.09107,5031.89400922,3281.40786487,764765.071432,35.6212032304,2132.16658977,350018.312,74956995.6823,4281.96077753,7140.99964717,40005984.1806,3816.8793664
2030-02-22 09:00:00,101118.505954,684730.181295,430.664732801,752.968598406,59897.9910164,444.244559262,155081.799144,1538950.29345,476.626407124,3515.69504244,38353.2677552,3777.35102094,1804.77139067,25611.2787276,26724.3364716,574242.038614,60575.762556,39607.0353066,1355.93099098,38299.6148327,5483123.14633,5031.89400922,3281.40786487,764837.951194,66.1217611812,2132.16658977,350018.312,74930863.4547,4281.96077753,7140.99964717,39993978.6821,3816.8793664
2030-02-22 10:00:00,101118.505954,685959.452591,430.664732801,752.968598406,59786.8404196,444.244559262,155081.799144,1537539.22769,476.626407124,3515.69504244,38369.5154916,3777.35102094,1804.77139067,24226.6658495,26724.3364716,573994.699516,60575.762556,51131.4658782,1620.62411235,38299.6148327,5477916.56657,5031.89400922,3281.40786487,764910.774583,96.622319132,2540.54852419,350018.312,74904721.7119,4281.96077753,7140.99964717,39981972.2345,3816.8793664
2030-02-22 11:00:00,101118.505954,687188.253379,430.664732801,752.968598406,59833.6534881,444.244559262,155081.799144,1536395.70056,476.626407124,3515.69504244,38385.7107248,3777.35102094,1804.77139067,23717.3660556,26724.3364716,573746.689197,60575.762556,62655.8964498,1620.62411235,38299.6148327,5472711.37843,5031.89400922,3281.40786487,764983.541494,127.122877083,2878.43171761,350018.312,74882238.1513,4281.96077753,7140.99964717,39969964.71,3816.8793664
2030-02-22 12:00:00,101118.505954,688416.576644,430.664732801,752.968598406,59840.8689077,444.244559262,155081.799144,1532399.90697,476.626407124,3515.69504244,38401.8536923,3777.35102094,1804.77139067,23700.4298717,26724.3364716,573498.00607,60575.762556,74180.3270214,1620.62411235,38299.6148327,5467507.60491,5031.89400922,3281.40786487,765056.251833,157.623435034,2878.43171761,350018.312,74856077.4028,4281.96077753,7140.99964717,39957955.955,3816.8793664
2030-02-22 13:00:00,101118.505954,684856.897441,430.664732801,752.968598406,59887.6091368,444.244559262,155081.799144,1528188.58188,476.626407124,3515.69504244,38417.9446866,3777.35102094,1804.77139067,23502.9752706,26724.3364716,573248.648634,60575.762556,81250.0,1620.62411235,38299.6148327,5462305.26537,5031.89400922,3281.40786487,765128.90552,188.123992985,2878.43171761,350018.312,74834427.6107,4281.96077753,7140.99964717,39945945.7906,3816.8793664
2030-02-22 14:00:00,101118.505954,681296.72689,430.664732801,752.968598406,59934.312879,444.244559262,155081.799144,1522052.57515,476.626407124,3515.69504244,38433.9840551,3777.35102094,1804.77139067,22661.5573651,26724.3364716,572998.615473,60575.762556,81250.0,1620.62411235,38299.6148327,5457104.37558,5031.89400922,3281.40786487,765201.502492,188.123992985,2878.43171761,350018.312,74808247.9143,4281.96077753,7140.99964717,39933934.0121,3816.8793664
2030-02-22 15:00:00,98237.7986633,677736.058185,430.664732801,752.968598406,59980.980101,444.244559262,155081.799144,1514313.54256,476.626407124,3515.69504244,38449.9722005,3777.35102094,1804.77139067,20647.2914782,26724.3364716,572747.905254,60575.762556,81250.0,1309.22044015,38299.6148327,5451904.94765,5031.89400922,3281.40786487,764990.042697,188.123992985,2878.43171761,350018.312,74785654.2507,4281.96077753,6743.55502467,39921920.3894,3816.8793664
2030-02-22 16:00:00,94937.2115976,674174.884586,430.664732801,752.968598406,59869.6107789,444.244559262,155081.799144,1506574.36549,476.626407124,3515.69504244,38465.9095804,3777.35102094,1804.77139067,17946.8767277,26724.3364716,572496.51673,60575.762556,77579.2236717,1309.22044015,34513.3318222,5446706.99007,5031.89400922,3281.40786487,764778.526097,188.123992985,2878.43171761,350018.312,74759455.6936,4281.96077753,6743.55502467,39909904.667,3816.8793664
2030-02-22 17:00:00,91231.2427357,670613.19942,430.664732801,752.968598406,59758.2048972,444.244559262,149778.259571,1498835.03987,476.626407124,3515.69504244,38481.7967076,3714.15842721,1804.77139067,15622.1072382,26724.3364716,572244.448738,60575.762556,64021.070058,1309.22044015,28162.4788611,5441510.50773,4461.25832889,3281.40786487,764566.952668,188.123992985,2397.98238299,350018.312,74736418.3569,4281.96077753,6743.55502467,39897886.5636,3816.8793664
2030-02-22 18:00:00,87789.7283329,667050.996087,430.664732801,752.968598406,59646.7624495,330.61085373,149778.259571,1491095.56173,476.626407124,3515.69504244,38497.6341497,3682.77613085,1804.77139067,13566.8483168,26724.3364716,571991.700199,60575.762556,53949.1781466,1309.22044015,24127.7095858,5436315.50185,4461.25832889,3281.40786487,764355.3224,152.240983631,2397.98238299,350018.312,74710201.0559,4281.96077753,6743.55502467,39885865.7726,3816.8793664
2030-02-22 19:00:00,86388.2005677,663488.268054,430.664732801,752.968598406,59535.2834383,330.61085373,144474.719998,1483355.92723,476.626407124,3515.69504244,38513.4225295,3682.77613085,1804.77139067,12606.3270131,26724.3364716,571738.27012,60575.762556,53949.1781466,1309.22044015,24127.7095858,5431121.97006,4461.25832889,3281.40786487,764143.635298,152.240983631,2231.88355287,350018.312,74687682.6655,4281.96077753,6743.55502467,39873841.9618,3816.8793664
2030-02-22 20:00:00,85479.020794,659925.008856,430.664732801,752.968598406,59423.767875,330.61085373,144474.719998,1475616.13261,476.626407124,3515.69504244,38529.1625251,3682.77613085,1804.77139067,12606.3270131,26724.3364716,571484.15759,60575.762556,42724.0669141,997.816767952,24127.7095858,5425929.90634,4461.25832889,3281.40786487,763931.891379,152.240983631,2231.88355287,350018.312,74661446.7671,4281.96077753,6743.55502467,39861814.7733,3816.8793664
2030-02-22 21:00:00,85181.4137623,656361.212098,430.664732801,752.968598406,59312.2157797,330.61085373,140393.833664,1467876.17426,476.626407124,3515.69504244,38544.8548692,2804.92917893,1804.77139067,12606.3270131,23247.4634517,571229.361785,60575.762556,42724.0669141,997.816767952,24127.7095858,5420739.30106,4461.25832889,3281.40786487,763720.090673,152.240983631,2231.88355287,350018.312,74640188.9663,4281.96077753,6743.55502467,39849783.8239,3446.83060505
2030-02-22 22:00:00,85181.4137623,652796.871453,430.664732801,752.968598406,59200.6271815,330.61085373,140393.833664,1460136.04868,476.626407124,3515.69504244,38560.5003499,2804.92917893,1804.77139067,15696.5574538,23247.4634517,570973.881965,60575.762556,41238.7875324,997.816767952,24127.7095858,5415550.14096,4461.25832889,3281.40786487,763508.233227,116.357974277,2231.88355287,350018.312,74620188.9207,4281.96077753,6743.55502467,39837748.7047,3446.83060505
